medicare provider number,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number
420023,659.4999786000001,80357.0371943218,35506.418100999996,471452.9032599286,32101.258168599994,1670289.7574883334,,,,,26514886.741499998,8465487.73505,,,,,,,,,,1182606.2586866666,792.99967359,,59041.99080535001,33845.3643626702,,,,420023
420026,3108.7496294100006,6888.436369858688,569.499728445,151762.39475208,11108.997414614445,1237568.3266396667,,,,,,,,,,,,,5572.019551302084,,1184.9857637655,27723.743616,319449.1810090633,142499.9320525,,69228.594863,,,73633.0,420026
420036,,29090.9895962505,439.9998426445,,,,,,,,20798867.294037998,3757766.210196399,,,,,,,,,,,,,3315.9988141,,,,,420036
420049,12966.258019045838,146156.68519895835,,198682.485766,24027.8502878,147166.69770575,,,,,571309.2736231429,187875.46241157144,,,,,,,,,,,12654.041825796896,,285302.77200587495,6782.496616025,,,,420049
420051,5622.580518096302,2334485.408494743,78116.28644406957,480627.07633583335,73858.16234180007,4445574.960585714,120783.4424085,504.499759435,,,120783.4424085,26925.487161,504.499759435,112.499946358,,,,11942.649605686667,5728.973606895834,7483.99626658,7952.110200183335,17178.6785772,,216.3386929928,375712.14026177063,39372.56380129,,,21337.98982525,420051
420065,330.999921085,1710.99951791,1502.3326412266667,415929.2939111111,6397.998312133333,,5618938.0,,18679.1621005,,1989425.841885714,521814.9714285714,,,,,,,,,,98684.64310099,,1756.9995811,,36674.44916131818,,,65998.7972146,420065
420071,2951.555458753333,488208.9366310744,,265478.05780906667,144339.8085194348,,9094467.66365,,,552856.23638,752629.5341042858,192849.61130814286,75.4999639995,19.9999904635,,,,2798.0495070466663,3167.4066831250007,,,,367564.71076644445,,158575.8516600036,94026.21916366667,,,115214.10704254165,420071
420073,3533.039940311,2969.7488683250003,,93229.62221166668,48897.267772133324,1782667.1499549998,78819.29574799999,,,,30233686.819775,6757764.30801125,,,,,,,,,3356.453044490909,307299.35347,,,57338.66445083727,20254.133706897857,,,,420073
420079,42904.851748769426,5353.3993617979995,29494.196483900003,15190.526243041764,29056.763460031823,74287.32447686666,,,,,,,,,,,,2229.1994777160003,,,1071.49934995,69621.791700294,160187.12375883345,265900.9682865004,26569.996832615998,49345.272582357145,,,,420079
420080,,,5321.957573095,,,,92000.9878425,,,,86654.949658,26490.989127,,,,,,,392.99979532,,,,,,27587.078621440833,8913.498739925,,,,420080
420083,5455.8731218249995,7022.7967253,18888.495497,,,,,12288.997070000001,,,770046.3364349998,175273.02833892856,113203.83019335428,16183.710416675716,,,,821.6360769027273,,,,,,,1448.49965465,5484.831586733333,,,,420083
420085,,66.499984145,24.9999933285,,9338.568456064286,4864610.8401999995,,,,,4689438.88195,1394822.66745,,,,,,,,,,,,,1525.9996362,4533.330197733333,,,458876.15087,420085
420086,16563.491844156666,17461.491673899996,724363.3231200001,697272.4894,51404.024458335,,3115594.5143999998,,,14544.493064850001,3115594.5143999998,1107569.47186,,,,,,5195.526728141176,,,5403.3723729625,,,,112538.3979361,25669.547536474372,,,77195.36984300001,420086
420087,,8575.01645615,75613.3994432,380456.9762483499,,,10891820.0,,45046.997969714284,,4011856.176914286,1164725.3393285715,,,,,,,,,,,6487.6976778,88749.24022014286,101.999951364,102876.71282681818,,,128746.98534840909,420087
420089,,,15296.666666666666,,7005.262380413685,,1885173.0,,,,2180767.6853045453,563572.084495909,,,,,,448.22219992177776,,,,,,,27801.955172553746,33923.3305599,,,,420089
420091,7039.269681662728,,,-1380.4996704999999,29530.38924,,,25939.993815499998,38166.98838366666,18701.995541,21611934.094916,3681396.697213401,206986.450655,32141.492337,,,,,,,,,,,362.99991345499996,19339.195232079997,,,,420091
420098,,1760873.1781252,,41309.48020426111,,,77073.94916254,,5461.9973955333335,,4142460.1409697505,1546798.756146625,,,,,,,,,,,,,,1699.9988937150001,,,432256.793885,420098
420104,,,,50954.99547021111,,,,,,,,,,,,,,,,,,,,,,,,,,420104
420105,,1114530.614002,38491.994692,82507.67765871428,26248.65366906667,441487.12281399994,,,,,,,,,,,,,,,,,,,1919.66602548,,,,,420105
440001,2574.8993722160003,3880.249070805,,,14402.828647127033,62032.54826389286,,,,,,,,,,,,,,,,,,,2794.9993335999998,,,,,440001
440002,4202.2843095571425,3938149.7471338883,64700.22352312501,394714.540064375,65208.6052752375,,1408679.08133625,,,,111916637.553875,41040294.94324999,,,,,,6527.588220749999,4857.414916408334,,,,6365.712003212858,,58644.72732425,38220.05222432666,,,,440002
440003,644.599671646,,,242478.94219,16287.999269370588,29460.9874965,55239.9729275,,,26974.973010499998,372602.06886,123301.16765500001,,,,,,,2365.62634225,,,,403.99986142,,,1446.3322779733335,,,23428.781787222226,440003
440006,2279.999184595,,73991.045608,,25550.4565935,13542.4951568,,,,,,,,,,,,,,,,,,,4041.0478585999995,14810.12003893375,,,174162.91953500002,440006
440009,15580.904546591819,205551.95098999998,,,,129144.36333319999,,,,,,,312137.02295,80434.6840167143,,,,,,,,2328.9982855366666,60.9999854565,,45899.06009526923,8499.9934212,,,,440009
440010,704.6664827921111,89727.97179451112,,,5025.998474994347,,,,,,,,,,712.7080955012501,770.9580849229166,,,,,,,,,3201.4992367,,,,,440010
440011,,617.6665194033334,39638.9905495,107617.30219683332,,241.49994242,,,,,33692700.88266667,10756689.482433332,,,,,,,1772.4577399041661,,,,4468.5698805428565,,,239644.038257475,,,173728.36287207148,440011
440012,,34397.491798999996,24700.62706320909,262920.937315,36460.091927784204,,29682.981044,,,,1449679.4165400001,417085.9489571429,,,,,,1470.999369352,4030.0818655999997,,,,4894.9988329,,,20585.373803106926,,,,440012
440015,,,,,,,473336.736645,2072682.0,,,7501617.030353846,1562795.9972623077,6090777.902588889,1207526.1607333336,,,,7460.59966978,4311.34946147,,18410.127857273914,,,,,199803.8899156842,1644164.2674978261,,130643.89214143479,440015
440016,,12318.542874920837,,,4590.694605039999,,66228.682705,,7956.49620605,,75389.3628782,25969.054394099996,72195.96606842858,18982.989459442855,928.9439392606889,985.1106180099666,231.99988387155554,,540.139531925,,,,,,,,,,,440016
440017,8429.9979901,58991.513363937185,27837.40298631667,423174.46259687503,100989.29005994667,,39826.24050475,,,,1190511.70326,394823.98300333327,,,,,,2583.8992098415006,3158.2905594333333,,,58676.31934433334,214.99994873999998,,,33089.34564465714,,,,440017
440018,851.6664438623334,680.9995526949999,,295793.28772,22621.28455667059,16410.66243586667,,,,,,,,,,,,,,,,,107886.28663166666,,,,,,,440018
440020,131.9999902595,,345.0,10148.0,3816.7497030249997,,130020.0,,,,219315.78725999998,46443.997962400004,403945.4592475,58634.49948625,205.47057470058823,213.76469262235295,21.999998035,,,,,,,,,,,,,440020
440025,3360.0894703090908,,,78536.22759100434,11806.995238004345,72657.79201773637,,12547998.268,,,,,,,,,,,,,,8379.28120087,,,,,,,,440025
440029,5846.665030961668,59109.13912323076,14375.4965725,,22337.81094988182,37336.991098,1674081.3143666666,,,,,,,,,,,,,,,,42080.989967,,164962.1971337125,2341.713411328572,,,,440029
440030,2837.665506366667,20378.243665356877,,66595.4751368,22501.994635000003,,,,,,32900.592155934,7258.198269406001,605836.0885121,142687.8456226,,,,,,,,296.74992925,,,,1699.49959485,,,,440030
440031,56.125005373125,22883.784271817796,2584.665456933333,37815.09440088889,4363.99895955,,,,,,8017959.800612202,2778050.6651081997,112067.58854912501,31257.615845525,104.69995529026998,113.89995309671,,,,,,,,,,,,,,440031
440032,,367.99991226500003,2184.999258925,16667.3944842,2856.6489650304998,43664.133132066665,,,,,,,,,555.4208166780104,697.7365896631579,,,,,,,,,,,,,,440032
440033,1784.3329087537834,11158.74733955,,27837.99471543333,10014.89777309,,1.0,1.0,1.0,1.0,533.2499699,252.33331349,1526426.522145,400568.8089966667,906.9997357063648,810.1497720404651,,,,,,14776.9957917,,,-280.9999371,,,,,440033
440034,,,,187947.97932727274,63406.65262666667,,,,,,42310080.5084,12454706.125999998,391313.20821875,106386.984375,,,,,,,,,,2549.9992936500003,,14524.3978082,,,,440034
440035,172.99999866,62357.3895577,9650.996447,11780.999272,94175.3620704125,306028.93927,37599752.898499995,,,,37599752.898499995,15880319.3205,1675211.6246266665,203695.577869,,,,,2619.6357534227272,,,,,,,6800.0,,,,440035
440039,,,,,,,,,,,6975797.170016666,1531985.7969883333,46526844.322,10029147.667683333,,,,23674.723455173338,15985.910795716669,5393.956270709166,16158.244287420834,,,,,193889.05533687223,9466464.472662084,,365576.73306044994,440039
440046,5017.283370268,,,,6608.887224700001,501565.5470833333,,,,,,,,,,,,,,,,,,,,2266.6653887666666,,,,440046
440048,,54473.9740245,7231821.444013809,491878.46303613647,142351.12405759998,1915734.2777640005,,,,,1703537.2524658337,470239.0836406667,6535803.292129299,1219970.92357742,,,,7039.396542609999,11838.517748430437,,,248086.09056777775,,131805.01338718183,,886469.7808026191,599532.7103752916,,1962835.0456666667,440048
440049,,2377716.2939923075,564567.7242498182,429469.5821918182,431075.03653,,9290760.0,2768833.9717,,,,,6279619.022608333,1435677.382875,,,,51193.95563551667,2371.999630777778,,,175266.54514844445,,264960.1404426364,8234994.652057143,192853.7084853889,7378258.460770477,,1544824.5118694445,440049
440050,2631.8566755214283,7585.951640670953,382.49991553999996,32131.67997464385,1316.8326072216666,304364.927435,342572.0,,70000.0,,,,,,,,,,,,,8675.841198909477,,,,,,,,440050
440053,,18794.20516060684,,235358.55027363636,32797.8016946625,,,,,,16171.315951833332,3082.3294291666666,7058991.834083333,1249610.470275,,,,3295.1654756944445,2521.9990582846153,,,,,,,51428.55829210001,,,148120.881425,440053
440056,6386.9959515499995,356.499749125,,59159.795542260006,10103.872945837498,,1.0,1.0,1.0,1.0,14324.332413000002,4309.1996982,1999157.7967175,471388.4418900001,121.70586652688237,113.47366817830002,,,,,,,,,,,,,,440056
440057,38648.990785,303094.096473875,,17631.16078698333,13190.620134608338,155006.39949723077,,,,,,,,,,,,,,,,,,,1327.7496834325,,,,,440057
440058,619.8747574215,,1020.0,2786.6656624333336,36001.91712331538,,154126.5,,,,175708.62409745454,38951.908612263636,830355.54814,117824.99486242856,,,,,,,,1856.0,,,,,,,,440058
440059,12673.495255289774,54681.31505052222,,,28276.109342182353,,,,,,2483739.1652333336,977796.1311966666,1798043.5713499999,675003.839065,,,,,,,,,,,,35540.82324805833,,,,440059
440060,202.79990861460004,116215.75124380419,,815.2218815911111,4079.2712599086367,24619.39273924,31788.64244333333,,,,4021202.7560888883,1611805.9757277777,,,403.66651410626247,416.04150917472083,37.99997887928889,,,,,45845.4890695,,2642.9993698499998,,,,,,440060
440061,7289.38450285,14904.314317029999,1560.9994007,140.9999327655,6542.078319209333,25999.991353,,,,,,,118579.827473375,15569.49132832125,264.56701964719446,270.69334875071047,,,,,,11907.018075,,,,,,,,440061
440063,,,39218.651182675,-749.99982115,74708.60728924333,1188725.913921,24783005.34215,,,,7046934.3199000005,1108778.7356500002,,,,,,7341.497500079167,,,,-361.74991376,342985.91822500003,,,137180.76688728124,992473.1152858824,,144871.94858466877,440063
440065,7819.995200949999,104.66664171266666,,,8111.184567174874,,,,,,,,,,,,,,,,,,,,10110.424417728573,,,,,440065
440067,1745.8565436385713,85.42855106104285,6.99999833105,3727.713240047143,2363.1992343399997,,,16703580.0175,,,17779003.761,4471010.934,3845910.4232199998,102958.61803446666,496.8693744329565,614.8258413013479,,,,,,,,,,3608.4981937499997,,,,440067
440068,3558.2552857,2221.3050518135997,,19399.9907495,7350.115724671428,4248.9979739,,,12537.9940212,,,,,,51.885225697,58.62292519299999,,,,,,,,,646.499691725,1718.9991803200003,,,,440068
440072,170.0,3795.2498145635,,5132.498164474999,13468.073627443078,66000.0,240000.0,,66000.0,,26178864.0,6501520.0,766986.726616857,69595.68035127144,279.92305124432306,282.1538204750923,,,,,,83649.97442400001,,,,3399.999299,,,,440072
440073,392271.90647326666,1412672.3935718748,15825.990698000001,342175.91842,30246.89787012273,1118543.6610577777,25911.9729185,,61768.985273,,65623.455352,34484.954788999996,,,,,,,3765.873593270833,,,889.99963444,,,110056.47376000001,5099.99448595,,,,440073
440081,1486.9997698999998,21473.931780439998,,191243.141096,26879.855442714288,,,,,,17570227.562799998,5049897.94576,1697880.7109625,386925.3280825,175.33332620000002,175.33332620000002,,,,,,,,,,,,,,440081
440082,,2913815.3631369215,5774.398623206,,65435.79445119546,,,,,,124103.61215499998,24756.991143000003,169588.70956875,30200.492799749998,,,,,8202.59657726,,,,805458.8079695035,6.666664369916666,185014.28503755556,259526.57796199527,1567465.8259237502,,163859.36745415,440082
440083,5972.5,18799.9971234,,,10037.213378352859,626.99973512,,,,,862949.5,191998.0,,,,,,2191.0,,,,,,,821.49996388,,,,,440083
440084,14394.746567999999,,,32192.322594429173,61040.2247345,,,,10296.4947905,,,,,,,,,,,,,,,,,,,,,440084
440091,,,,,-7110.998303533335,-2059130.509,,,134560.61523755558,,7213670.280033332,2210197.4730333337,,,,,,,4565.1157842764715,,4223.7484854875,,15792.996234499999,,,131390.67305595713,,,269816.70258833334,440091
440102,2662.7816148154784,63554.75843878259,,106630.18722227273,5137.5987751,560026.3150448714,,,,,,,,,,,,,,,,2150.71365397,195054.23424004347,,9887.49764265,,,,,440102
440104,39102.4906775,24613.491357372503,144192.09930385713,,,1295654.5563916669,18220063.3231,1499999.6424,910211.3641136,1721384.4528350001,270016492.7516667,83902787.85283333,8704700.159979999,2200014.7637950005,,,,17533.857577236362,2119.0408133416663,1745.1532107507692,5031.123089216667,,43265.14533143333,254225.88696999996,439813.83853285713,30585.65763736667,1040678.9328020834,,87051.21900308333,440104
440109,16080.853582571424,62543.822728384606,,,7571.663845806667,130536.88358991266,440338.49467537506,,41859.990019100005,57034.958324499996,44054.9881205,14879.662807266666,,,676.5414132595416,780.4580383833332,112.66663980499999,,,,,18767.849446279997,,,,,,,,440109
440110,1067.9999549633333,663.99993311,,26591.415268250003,5723.8118926625,,,,,,5755304.5726,1989303.04274,163875.6029975,41655.245441,,,,,,,,,,,,,,,,440110
440120,8179.996597736,6537723.39725,374.99984236500006,348515.6379517143,92800.21709374999,,558431.8379642857,0.9999999817,0.9999999817,0.9999999817,7037157.091200001,1827080.6277928571,19153796.06679999,5522245.3668,,,,1713.2936461523532,2072.8255492660865,,,,,11444.499299,80.999978684,10453.74970025,,,,440120
440125,,644531.4021097333,43266.248416,566765.7795658334,111669.0344859,,,,,,30871075.561581824,8950788.574586364,788205.596575,199100.621105,,,,1991.5712649857144,2319.142601057143,,,,,543060.0,,181528.85871125,,,188887.46472617393,440125
440130,,26124.619933283324,,,9734.529724345455,113999.94563999999,89876.957144,,,,288645.3007026428,114553.8648867857,250426.88656428573,47303.2606003,,,,,1401.4503276654168,,,685.4471628269999,,,74644.964408,,,,,440130
440131,,19340.09209305,,,3633.9633330999995,,,,,,568.499728915,127.4999392025,298012.8653304286,66927.53584714285,,,,,591.6732035737625,,,,,,577.99972439,2810.4986021999994,,,,440131
440132,,103138.25847814286,,,12178.995928771428,,,,,,495649.44725,142439.75206879998,,,62.333309492560005,67.13330834856,,,1225.7911842491665,,,,,,16896.16149693333,,,,,440132
440133,,128340.94725487144,,582850.4484916001,42646.25594018182,,,,,,1381124.8521953665,290267.08080863336,17383675.812766667,3608115.1766833332,,,,8261.62864877895,2258.4435422155557,,,,26056.995548,23376.244426725003,,30745.988850259997,,,,440133
440137,1279.636001114891,20550.66106299199,21366.494906,419.49994999,8827.246350708332,48337.487062975,,,6249.99539305,,,,307250.816140875,45034.49229875,188.55550711207778,135.39994786654,,,,,,,,,61341.97626924999,,,,,440137
440144,5.4999986887,,2709.9990073757144,2.6666656642333333,18890.544209975,,,,,,,,,,,,,,,,,26430.993698500002,,,24050.493066037503,2026.3328502099996,,,,440144
440150,152.4999704,588.74991639,49146.0,,39358.70716728571,,,,,,,,,,,,,,2394.2606529608697,,,,,91.66666159433333,12750.0,12390.749925,,,,440150
440152,809.6664712522,9486467.06592706,7.999998092650001,,28885.819681308334,48305322.0909619,41674788.67728572,,1654437.2055539999,152453.91206633332,74186656.2217,16814085.177139286,2730779.1592514287,614034.3804442857,,,,26087.574549333334,,3598.331940791666,3685.2484926289994,,,535710.0361270589,281310.2662633333,13470.229882744117,,,49537.986776399994,440152
440153,6339.9966691,,102.499939779,6963.332305933333,1509.4281326965715,,,,,,12733148.964,4299234.975,1389782.67064,227927.55798000004,40.58331693908333,61.666637360166675,,,,,,161737.5,17.99999141715,,,,,,,440153
440156,,,,1507.99982022,30412.496374500002,,,,,,,,,,,,,2611.8882710892995,596.74992886,,,,,,,21961.59638897,,,,440156
440161,88712.493835,9884.3307292,55910.324714833325,13512.599372649202,58459.815753454546,-15278.0,,,,,,,,,,,,17228.1998459,748.9999954781428,2203.285417685714,6757.433926926087,8976.49988763,738.99959332,,163689.35856125,62408.7967124,1424849.952117826,,,440161
440173,2005.49952185,2141283.3974859538,,350640.1499339166,30796.763030231818,,,,,,18564575.827078488,4907727.31444131,490406.864584,123730.0593016,,,,,,,,,,,,66427.15038652833,,,,440173
440175,4340.115933589058,2836.9986379216666,,20169.635532709286,4924.586004629412,,7237.4974117,,,,448421.1819702726,73806.87928127272,331494.72819312505,46696.10665096251,634.7997456200999,699.8997226808999,10.99999606585,,,,,,108.999974013,,,,,,,440175
440176,-1072.4007950999994,1915.9986630599997,1301.9996896,17949.493580100003,24170.64334925218,147311.29894338,496145.63170749997,,,,,,,,,,,,,,,,,,,4410.396739039999,,,,440176
440180,4811.998852816001,16305.202494224708,94.99997734849998,23741.31424766667,,274998.919228,57571.40059698572,,,,1499.9996424,449.49989283,29250.73309675,8564.74691985,89.99996895571428,87.8888545248389,0.49999988079999996,,,,,18957.47072867826,46790.83723528571,,202.49994654712498,,,,,440180
440181,8385.1639681184,89331.43966966594,,,2119.1242497927683,17754.993130919996,201179.81477,,,,6084385.786055556,2237994.8405244444,,,107.60864863656523,123.39125234321739,22.874992915775,,,,,,,,477.6665527833334,,,,,440181
440182,1998.9992835499997,1468.6243811774998,,,4803.915493351667,725090.7407,,,,,10307842.5400056,2249269.78609216,175586.30504831253,21343.24173982125,278.12495282617505,293.4117307303411,,,,,,,,,,,,,,440182
440183,,,4112.49609125,,43158.07057573913,,,,,,,,1072256.3778650002,131177.62172633334,,,,1315.1298991804347,8897.779078117392,,,,,,86783.92309565218,13860.16145105,,,,440183
440184,6285.995627475,,,11929.59604182,11720.062325320001,9753.920032853846,,,,,,,,,,,,,,,,-17194.4959,18920.9835455,,5630.9986575,,,,,440184
440185,438.24989551249996,2313.16595731,188047.705165725,39199.990653999994,3712.499035481667,,,696069.1673766667,21000.3283265,,,,3320907.5922608334,345421.2209566666,249.41660303558334,261.0832564415,,,,,,,,,,4533.331317833333,,,,440185
440187,20063.49458745,11845.6632415,,91.9999780635,2845.221178691111,,7530.9982044,,32477.992257,,2681107.1028688,898239.3903647199,,,1106.5413404999997,1178.9995830425,32.499980016500004,,,,,,,,,,,,,440187
440189,2411.5991367399997,2021.6659209131112,4703.665981733333,,7389.613438129231,,,,,,12330792.0,3019884.0,777612.4310672,75260.8348640875,,,,,,,,,,,,3900.0,,,,440189
440193,56.37497452345001,,336713.49421,,10050.354522112857,,,,,,355396.03439267783,43286.65902407222,,,,,,,,,,254527.5467325,,,36318.151755666666,10119.597013511999,,,,440193
440194,200.999936837,979.7996829220001,3920.665529458333,30141.2782661,9829.059428755,,,,,,,,,,,,,1188.199692106,,,,1073.49920895,24.249982095,,7968.926595772144,2188.749127675,,,,440194
440197,,,2078.2846930799997,9273.9977891,12149.359534981819,,317516.92429500003,,,,,,,,,,,,,,,,866.999793295,149.99996424,874.599664578,2549.9988389,,,,440197
440218,6898.0,,,,,,806637.92877,,,,806637.92877,287614.83288,,,,,,,,,,,,,,2225.0,,,,440218
440227,17415.99792375,391.99995327,8503.713189534286,301.49991847049995,6073.7483768887505,159669.4809655,313457.96263,,,,,,,,,,,884.5711306957144,,,,1479.999823555,,,4490.570731861428,,,,,440227
440228,,,,,,,,,,,,,769822.62939,91555.25122442856,,,,832.5621999040626,,,,109.99997377280002,,,23108.675630912498,,,,,440228
441301,245.374854696625,,,3302.4984252499994,2551.1806514863642,8803.997260299999,,,,,,,,,750.5496179935001,778.9496133110001,42.249979633608326,,,,,,,,410.999747165,,,,,441301
441303,7145.748612316666,3695.6663848441663,,,769.363553179091,,,,,,,,,,876.2776933483333,944.7221826833334,41.058821628511765,,,,,,,,11612.831221333334,,,,,441303
441305,235.49989107730622,,,,611.9997009582352,,,,,,,,,,823.5258799231578,848.4206172147369,57.588207814158814,,,,,,,,6944.611910883847,,,,,441305
441306,,,,,,18389.662282,,,,,,,61379.96233742857,20523.8467039,892.631213183684,982.7364552657895,365.562371197625,,,,,,,,,,,,,441306
441307,1023.5997546634001,1351.4986171,,614.9997759633333,2081.3991939109997,,,,,,,,,,1192.9407127758827,1217.1171823135298,31.99998989225385,,,,,50402.475935775,,,773.3329804833332,,,,,441307
441310,1192.070837264,,,11432.99501573077,1805.1327739306669,62447.770648260004,,,,,,,,,224.66658109133334,260.7998997604,9.49999773504,,,,,171046.41570738333,480.99980946799997,1349.99967815,1723.0764081981383,,,,,441310
441316,562.49980594105,141756.80459921202,,489.49988328999996,1008.79936327826,20358.99293502073,342228.41841,,,,2889489.3111,,,,874.2663292701466,888.9329924428133,89.35710983022854,,,,,,,,13.99999548915,,,,,441316
450018,,18651.610755969614,8430048.144883333,,53605.98345227143,306426721.60975,66491518.0626875,1353660.6973411113,,107541158.35800001,61055241.7837647,38606632.79282353,17355824.855977777,6825588.668311111,,,,13016.370909399999,1563.3632023327273,1389.99955222125,14291.995567770833,4666.6648263,,,109794.09602578501,15514.49474599389,5472934.620487501,,208006.05128525003,450018
450021,,,33289.992063,456173.89472590905,105292.28097336362,,965909.2096212874,224751.346585,,,1800110.2184935,626440.3832565001,870682.436645,274170.28870033333,,,,18405.763339161538,12841.95340215,,,,,926497.6749194998,93527.4777015,114515.7867356647,11628115.022124998,,614338.1263883334,450021
450023,1636.8120103567503,259411.14782095244,,,,,2381915.4321,198878.95258500002,,,4199348.723337499,244623.0829107,543833.4693116667,136818.11816733333,,,,139.99992733328753,,,1438.2494845021502,,,,154839.50253697272,5269.553271733333,,,,450023
450034,8826.530334118468,452530.8776145512,92826.89068901331,104123.66998436667,141354.68143293334,818342.6732313999,9303680.630446,360703.414,,272362.93506499997,2636750.094396154,631016.188922,2301760.56571,441486.14314699994,,,,3542.682694805263,3099.141593128571,123.249952552625,,,-1.9999995234999999,309475.3048630605,,17342.1377458,,,,450034
450044,25.4999939205,338613.733242,35020.9916505,46199.9920805,87618.28104984284,,,,,,,,,,,,,5309.887940644444,,,,234963.0957305714,2636.3745083775,250491.51862023337,141.0,30739.213107366664,4260404.548090416,,42562.388843231995,450044
450056,,,,157741.96239,48156.9885185,,993025.9532566667,212115.9284476667,85359.64447523333,6343.49691095,26379164.460622218,4495378.435151111,2211294.772211111,411186.36222944444,,,,11058.704509345831,,,,,,780814.5297,,35905.98972041119,425411.1338733334,,76428.26260385713,450056
450058,,665898.341235,3767584.141621,1187560.6228045,143019.76904958827,6838114.36965,375927.45658,990679.4588324999,,,5514707.391931429,851251.5122149999,6097658.681611764,972508.9658277646,,,,13849.411119808334,10906.163095291666,,3852.749081425,3977.9990515500003,,318015.68387199997,237539.943365,1400389.5433885301,,,1469691.7425154168,450058
450064,60081.5,41014.199627559996,39485.61227996249,114430.55856128572,46470.25863218182,13621597.922666665,8550296.0,,,,46962880.0,14727136.0,,,,,,4529.216850043478,7026.103208789474,,,,,18340.28487028571,628906.5,13464.398767200002,,,,450064
450068,2394366.812333334,1449589.3526498466,,159419.72504279998,81777.71643263637,,3157340.531828571,5081099.052714286,,,38272573.6373,9012352.57253125,19606091.29345625,4622304.943531251,,,,24427.949403983333,4858.895410541667,,27048.497081499998,,,145914.097272502,,47167.60191858857,6940425.672858332,,104739.74392290908,450068
450102,5517.66363685,638.4996019,,270602.33397128567,47219.985730860004,,212230.522015,485479.6217162,,,2033355.705902143,321244.1758452143,15523343.265044997,2383751.7114025718,,,,,,,,,38702.36169775,110916.57896099999,1097438.3464372,53222.905248442854,,,172119.2027232,450102
450107,2232.0,6827.110683111112,,479.49992843,19115.439696222224,,3108307.2164425,3832764.534233333,,,17765714.32630588,2479364.570298236,25284972.331679996,2980024.049250917,,,,12145.993108089999,,,,,,,,1748.0,2238535.4350399002,,38483.4816495,450107
450135,1177.2994875426,178310.09383672726,,1434329.8403800002,21338.7397168,,,,,,604175.9294959999,189420.510628,,,,,,19764.02141246666,4504.0623766166655,,4806.297318929999,,137312.83730618592,705199.9601899986,,176626.81459097998,2686855.736934091,,173864.59644687502,450135
450137,7563.683419909092,1153.7896869299998,102728.45101439001,151543.61418486363,47881.39516691476,,1736.6658385866667,7285425.859366667,,,129164.26931686664,36677.48290935001,218717.45967854548,62442.05449390909,,,,7161.633054878636,3002.4862086000003,,937.4995529600001,,110802.606760775,9972.595372390502,-3064.4985385,30394.818839866668,4227495.9357315255,,27402.4869335,450137
450184,601938.35407,511461.1537917,956.99977183,,92598.63739133334,,1261296.4702588888,1702835.5592233336,0.49999988079999996,26817401.85624994,12352487.613505553,3171496.8421111116,7702990.593622223,2023714.6322411112,,,,12719.299816721736,,,,2228201.46875,467671.3885,657408.5932693024,,127764.75350963298,,,223768.53753071433,450184
450193,,,,2339868.0,,,,,,4176981.4795,103760.90931374999,25654.725361,832919.8014150001,193739.45380999998,,,,,6199.418228575,1641.7537699000002,,,,,,385000.5094648,6822439.005666667,,368519.45891375,450193
450209,208613.7259425,204136.33232020002,,,523785.0,,15426659.851142975,1463953.0065000001,,,28853266.987308007,7277082.006703534,7085951.646180606,1550686.1843911938,,,,8637.9993701,4968.777417477777,,9674.186785606249,,,,,35710.9988014,,,,450209
450222,513.6666666666666,20978.0,4562.0,,31233.211882357144,,6575715.7554875,919727.67739125,,,18408293.7904,2727829.041265625,3465337.18099375,422585.63964,,,,2529.846055884615,2551.8749290924998,,,,74742.0,,-4208.0,11743.99859805,,,,450222
